datetime,Zone,INVERTER,String,String Input,CloudCover,Shading,Temperature Effect,Soiling,System Loss,Spectral Mismatch,Degradation,Reflection Loss,Curtailment,Other Loss
2024-10-01 09:00:00,EM08,INV-08,3,1,1,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:15:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:30:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 09:45:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:00:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 10:15:00,PLANT,ALL,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM03,INV-03,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM03,INV-03,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM03,INV-03,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM03,INV-03,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM08,INV-08,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM08,INV-08,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM08,INV-08,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:15:00,EM08,INV-08,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:30:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 10:45:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:00:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:15:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:30:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 11:45:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:00:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:15:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:30:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,PLANT,ALL,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM03,INV-03,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM03,INV-03,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM03,INV-03,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM03,INV-03,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM08,INV-08,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM08,INV-08,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM08,INV-08,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 12:45:00,EM08,INV-08,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:00:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,PLANT,ALL,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM03,INV-03,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM03,INV-03,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM03,INV-03,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM03,INV-03,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM08,INV-08,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM08,INV-08,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM08,INV-08,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:15:00,EM08,INV-08,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,PLANT,ALL,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM03,INV-03,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM03,INV-03,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM03,INV-03,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM03,INV-03,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM08,INV-08,ALL,ALL,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM08,INV-08,1,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM08,INV-08,2,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:30:00,EM08,INV-08,3,1,0,0,1,0,0,0,0,0,0,0
2024-10-01 13:45:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 13:45:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:00:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:15:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:30:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 14:45:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 14:45:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:00:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:15:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:30:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM03,INV-03,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM08,INV-08,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM08,INV-08,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM08,INV-08,2,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:30:00,EM08,INV-08,3,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 15:45:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 15:45:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:00:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,PLANT,ALL,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM03,INV-03,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM03,INV-03,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM03,INV-03,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM03,INV-03,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM08,INV-08,ALL,ALL,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM08,INV-08,1,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM08,INV-08,2,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:15:00,EM08,INV-08,3,1,0,1,1,0,0,0,0,0,0,0
2024-10-01 16:30:00,PLANT,ALL,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 16:30:00,EM03,INV-03,ALL,ALL,0,0,0,0,0,0,0,0,0,0
2024-10-01 16:30:00,EM03,INV-03,1,1,0,0,0,0,0,0,0,0,0,0
2024-10-01 16:30:00,EM03,INV-03,2,1,0,0,0,0,0,0,0,0,0,0
